,Word,Root
77647,تدين,دين
77648,اسْتَدَانَ,دين
77649,استدان,دين
77650,ذَئِب,ذءب
77651,ذَؤُب,ذءب
77652,ذؤب,ذءب
77653,أَذْأَب,ذءب
77654,أذأب,ذءب
77655,ذَأَّب,ذءب
77656,تَذَاءَب,ذءب
77657,تذاءب,ذءب
77658,تَذَأَّب,ذءب
77659,تذأب,ذءب
77660,اسْتَذْأَب,ذءب
77661,استذأب,ذءب
77662,أَذْأَر,ذءر
77663,أذأر,ذءر
77664,ذَاءَر,ذءر
77665,ذاءر,ذءر
77666,ذَأَل,ذءل
77667,تَذَاءَل,ذءل
77668,تذاءل,ذءل
77669,ذَأَم,ذءم
77670,أَذْأَم,ذءم
77671,أذأم,ذءم
77672,أَذَبّ,ذبب
77673,أذب,ذبب
77674,ذَبَّب,ذبب
77675,ذَبَح,ذبح
77676,ذَبَّح,ذبح
77677,اذَّبَح,ذبح
77678,اذبح,ذبح
77679,تَذَابَح,ذبح
77680,تذابح,ذبح
77681,أَذْرَبَ,ذرب
77682,أذرب,ذرب
77683,ذَرَّبَ,ذرب
77684,ذَرَح,ذرح
77685,ذَرَّح,ذرح
77686,ذَرُع,ذرع
77687,ذَارَع,ذرع
77688,ذارع,ذرع
77689,ذَرَّع,ذرع
77690,انْذَرَع,ذرع
77691,انذرع,ذرع
77692,تَذَارَع,ذرع
77693,تذارع,ذرع
77694,تَذَرَّع,ذرع
77695,تذرع,ذرع
77696,اسْتَذْرَع,ذرع
77697,استذرع,ذرع
77698,ذَرِف,ذرف
77699,ذَرَّف,ذرف
77700,تَذَارَف,ذرف
77701,تذارف,ذرف
77702,اسْتَذْرَف,ذرف
77703,استذرف,ذرف
77704,ذَرَق,ذرق
77705,أَذْرَق,ذرق
77706,أذرق,ذرق
77707,ذَرَّق,ذرق
77708,ذَرَى,ذري
77709,ذرى,ذري
77710,أَذْرَى,ذرو
77711,أذرى,ذرو
77712,ذَرَّى,ذرو
77713,ذرى,ذرو
77714,تَذَرَّى,ذرو
77715,تذرى,ذرو
77716,اسْتَذْرَى,ذرو
77717,استذرى,ذرو
77718,أَذْعَر,ذعر
77719,أذعر,ذعر
77720,تَذَعَّر,ذعر
77721,تذعر,ذعر
77722,انْذَعَر,ذعر
77723,انذعر,ذعر
77724,ذَعَف,ذعف
77725,أَذْعَف,ذعف
77726,أذعف,ذعف
77727,انْذَعَف,ذعف
77728,انذعف,ذعف
77729,ذَعِن,ذعن
77730,أَذْعَن,ذعن
77731,أذعن,ذعن
77732,اسْتَذْفَر,ذفر
77733,استذفر,ذفر
77734,أَذَفّ,ذفف
77735,أذف,ذفف
77736,ذَافّ,ذفف
77737,ذاف,ذفف
77738,ذَفَّف,ذفف
77739,اسْتَذَفّ,ذفف
77740,استذف,ذفف
77741,ذَقِن,ذقن
77742,ذَقَّن,ذقن
77743,أَذْكَر,ذكر
77744,أذكر,ذكر
77745,ذَاكَر,ذكر
77746,ذاكر,ذكر
77747,ذَكَّر,ذكر
77748,اذَّكَر,ذكر
77749,اذكر,ذكر
77750,تَذَاكَر,ذكر
77751,تَذَكَّر,ذكر
77752,تذكر,ذكر
77753,اسْتَذْكَر,ذكر
77754,استذكر,ذكر
77755,ذَكِي,ذكو
77756,ذَكُو,ذكو
77757,أَذْكَى,ذكو
77758,أذكى,ذكو
77759,ذَكَّى,ذكو
77760,ذكى,ذكو
77761,اسْتَذْكَى,ذكو
77762,استذكى,ذكو
77763,ذَلِف,ذلف
77764,ذَلُق,ذلق
77765,ذَلَّق,ذلق
77766,انْذَلَق,ذلق
77767,انذلق,ذلق
77768,ذَلّ,ذلل
77769,أَذَلّ,ذلل
77770,أذل,ذلل
77771,ذَلَّلَ,ذلل
77772,تَذَلَّلَ,ذلل
77773,تذلل,ذلل
77774,اسْتَذَلّ,ذلل
77775,استذل,ذلل
77776,ذَمَر,ذمر
77777,ذَمَّر,ذمر
77778,تَذَامَر,ذمر
77779,تذامر,ذمر
77780,تَذَمَّر,ذمر
77781,تذمر,ذمر
77782,ذَمَل,ذمل
77783,ذمل,ذمل
77784,ذَمَّل,ذمل
77785,ذَمَّ,ذمم
77786,أَذَمَّ,ذمم
77787,ذَمَّم,ذمم
77788,تَذَامَّ,ذمم
77789,تذام,ذمم
77790,تَذَمَّم,ذمم
77791,تذمم,ذمم
77792,اسْتَذَمَّ,ذمم
77793,استذم,ذمم
77794,ذَمِه,ذمه
77795,أَذْمَه,ذمه
77796,أذمه,ذمه
77797,أَذْمَى,ذمي
77798,أذمى,ذمي
77799,اسْتَذْمَى,ذمي
77800,استذمى,ذمي
77801,ذَنَّب,ذنب
77802,تَذَانَب,ذنب
77803,تذانب,ذنب
77804,تَذَنَّب,ذنب
77805,تذنب,ذنب
77806,اسْتَذْنَب,ذنب
77807,استذنب,ذنب
77808,ذَنّ,ذنن
77809,ذن,ذنن
77810,ذَانّ,ذنن
77811,ذان,ذنن
77812,ذَنَّن,ذنن
77813,أَذْهَب,ذهب
77814,أذهب,ذهب
77815,ذَهَّب,ذهب
77816,ذَهَل,ذهل
77817,ذَهِل,ذهل
77818,أَذْهَل,ذهل
77819,أذهل,ذهل
77820,ذَهِن,ذهن
77821,ذَهُن,ذهن
77822,ذَاهَن,ذهن
77823,ذاهن,ذهن
77824,اسْتَذْهَن,ذهن
77825,استذهن,ذهن
77826,ذَاب,ذوب
77827,ذاب,ذوب
77828,أَذَاب,ذوب
77829,أذاب,ذوب
77830,ذَوَّب,ذوب
77831,اسْتَذَاب,ذوب
77832,استذاب,ذوب
77833,ذَاح,ذوح
77834,ذاح,ذوح
77835,ذَوَّحَ,ذوح
77836,ذَاد,ذود
77837,ذاد,ذود
77838,أَذَاد,ذود
77839,أذاد,ذود
77840,ذَوَّد,ذود
77841,ذَاق,ذوق
77842,ذاق,ذوق
77843,أَذَاق,ذوق
77844,أذاق,ذوق
77845,تَذَاوَق,ذوق
77846,تذاوق,ذوق
77847,تَذَوَّق,ذوق
77848,تذوق,ذوق
77849,اسْتَذَاق,ذوق
77850,استذاق,ذوق
77851,ذَوَّل,ذول
77852,ذول,ذول
77853,ذَوَى,ذوي
77854,أَذْوَى,ذوي
77855,أذوى,ذوي
77856,ذَيَّأ,ذيء
77857,ذيأ,ذيء
77858,تَذَيَّأ,ذيء
77859,تذيأ,ذيء
77860,أَذَاخ,ذيخ
77861,أذاخ,ذيخ
77862,ذَيَّخ,ذيخ
77863,ذَاط,ذيط
77864,ذاط,ذيط
77865,ذَاع,ذيع
77866,ذاع,ذيع
77867,أَذَاع,ذيع
77868,أذاع,ذيع
77869,ذَال,ذيل
77870,ذال,ذيل
77871,أَذَال,ذيل
77872,أذال,ذيل
77873,ذَيَّل,ذيل
77874,تَذَايَل,ذيل
77875,تذايل,ذيل
77876,تَذَيَّل,ذيل
77877,تذيل,ذيل
77878,رَأَب,رءب
77879,رَأَد,رءد
77880,رَؤُد,رءد
77881,ارْتَأَد,رءد
77882,ارتأد,رءد
77883,تَرَاءَد,رءد
77884,تراءد,رءد
77885,تَرَأَّد,رءد
77886,ترأد,رءد
77887,رَأَس,رءس
77888,رَاءَس,رءس
77889,راءس,رءس
77890,رَأَّس,رءس
77891,ارْتَأَس,رءس
77892,ارتأس,رءس
77893,تَرَأَّس,رءس
77894,ترأس,رءس
77895,تَرَاءَف,رءف
77896,تراءف,رءف
77897,تَرَأَّف,رءف
77898,ترأف,رءف
77899,اسْتَرْأَف,رءف
77900,استرأف,رءف
77901,تَرَاءَى,رءي
77902,تراءى,رءي
77903,تَرَأَّى,رءي
77904,ترأى,رءي
77905,اسْتَرْأَى,رءي
77906,استرأى,رءي
77907,رَبَأ,ربء
77908,ربأ,ربء
77909,رَابَأ,ربء
77910,رابأ,ربء
77911,ارْتَبَأ,ربء
77912,ارتبأ,ربء
77913,رَبَّ,ربب
77914,أَرَبَّ,ربب
77915,أرب,ربب
77916,رَبَّب,ربب
77917,ارْتَبّ,ربب
77918,ارتب,ربب
77919,تَرَبَّب,ربب
77920,تربب,ربب
77921,رَبِت,ربت
77922,رَبَّت,ربت
77923,رَبَث,ربث
77924,رَبَّث,ربث
77925,ارْتَبَث,ربث
77926,ارتبث,ربث
77927,ارْبَثّ,ربث
77928,اربث,ربث
77929,تَرَبَّث,ربث
77930,تربث,ربث
77931,ارْبَاثّ,ربث
77932,ارباث,ربث
77933,رَبُج,ربج
77934,ربج,ربج
77935,أَرْبَج,ربج
77936,أربج,ربج
77937,تَرَبَّج,ربج
77938,تربج,ربج
77939,رَبِح,ربح
77940,أَرْبَح,ربح
77941,أربح,ربح
77942,رَابَح,ربح
77943,تَرَبَّح,ربح
77944,تربح,ربح
77945,رَبِخ,ربخ
77946,أَرْبَخ,ربخ
77947,أربخ,ربخ
77948,تَرَبَّخ,ربخ
77949,تربخ,ربخ
77950,رَبَد,ربد
77951,رَبِد,ربد
77952,ارْبَدّ,ربد
77953,اربد,ربد
77954,تَرَبَّد,ربد
77955,تربد,ربد
77956,ارْبَادّ,ربد
77957,ارباد,ربد
77958,أَرْبَذ,ربذ
77959,أربذ,ربذ
77960,رَبُز,ربز
77961,ربز,ربز
77962,رَبَّز,ربز
77963,ارْتَبَز,ربز
77964,ارتبز,ربز
77965,رَبَس,ربس
77966,ارْتَبَس,ربس
77967,ارتبس,ربس
77968,تَرَبَّس,ربس
77969,تربس,ربس
77970,ارْبَسّ,ربس
77971,اربس,ربس
77972,رَبِش,ربش
77973,رَبَص,ربص
77974,تَرَبَّص,ربص
77975,تربص,ربص
77976,أَرْبَض,ربض
77977,أربض,ربض
77978,رَبَّض,ربض
77979,تَرَبَّض,ربض
77980,تربض,ربض
77981,رَبَط,ربط
77982,رَابَط,ربط
77983,ارْتَبَط,ربط
77984,ارتبط,ربط
77985,تَرَابَط,ربط
77986,رَابَع,ربع
77987,رَبَّع,ربع
77988,ارْتَبَع,ربع
77989,ارتبع,ربع
77990,تَرَبَّع,ربع
77991,تربع,ربع
77992,اسْتَرْبَع,ربع
77993,استربع,ربع
77994,رَبُغ,ربغ
77995,أَرْبَغ,ربغ
77996,أربغ,ربغ
77997,رَبَق,ربق
77998,رَبَّق,ربق
77999,ارْتَبَق,ربق
78000,ارتبق,ربق
78001,ارْتَبَك,ربك
78002,ارتبك,ربك
78003,ارْتَبَل,ربل
78004,ارتبل,ربل
78005,تَرَبَّل,ربل
78006,تربل,ربل
78007,أَرْبَن,ربن
78008,أربن,ربن
78009,تَرَبَّن,ربن
78010,تربن,ربن
78011,رَبَا,ربو
78012,رَبِي,ربو
78013,ربي,ربو
78014,أَرْبَى,ربو
78015,أربى,ربو
78016,رَابَى,ربو
78017,رابى,ربو
78018,رَبَّى,ربو
78019,تَرَبَّى,ربو
78020,تربى,ربو
78021,رَتِج,رتج
78022,أَرْتَخ,رتخ
78023,أرتخ,رتخ
78024,رَتَع,رتع
78025,أَرْتَع,رتع
78026,أرتع,رتع
78027,رَتِق,رتق
78028,ارْتَتَق,رتق
78029,ارتتق,رتق
78030,رَتَّل,رتل
78031,تَرَتَّل,رتل
78032,ترتل,رتل
78033,رَتَأ,رتء
78034,رتأ,رتء
78035,أَرْتَأ,رتء
78036,أرتأ,رتء
78037,رَتَّب,رتب
78038,أَرْتَب,رتب
78039,أرتب,رتب
78040,تَرَتَّب,رتب
78041,ترتب,رتب
78042,رَتَك,رتك
78043,أَرْتَك,رتك
78044,أرتك,رتك
78045,أَرْتَم,رتم
78046,أرتم,رتم
78047,ارْتَتَم,رتم
78048,ارتتم,رتم
78049,تَرَتَّم,رتم
78050,ترتم,رتم
78051,رَتَن,رتن
78052,رَتَا,رتو
78053,رتا,رتو
78054,رَثَأ,رثء
78055,رثأ,رثء
78056,ارْتَثَأ,رثء
78057,ارتثأ,رثء
78058,أرَثّ,رثث
78059,ارْتَثّ,رثث
78060,ارتث,رثث
78061,أَرْثَد,رثد
78062,أرثد,رثد
78063,ارْتَثَد,رثد
78064,ارتثد,رثد
78065,رَثَّم,رثم
78066,رَثَّن,رثن
78067,تَرَثَّن,رثن
78068,ترثن,رثن
78069,رَثَا,رثو
78070,رثا,رثو
78071,رَثَى,رثي
78072,رَثِي,رثي
78073,رَثَّى,رثي
78074,تَرَثَّى,رثي
78075,ترثى,رثي
78076,أَرْجَأ,رجء
78077,أرجأ,رجء
78078,رَجِب,رجب
78079,أَرْجَب,رجب
78080,أرجب,رجب
78081,رَجَّب,رجب
78082,ارْتَجّ,رجج
78083,ارتج,رجج
78084,رَجَح,رجح
78085,أَرْجَح,رجح
78086,أرجح,رجح
78087,رَاجَح,رجح
78088,رَجَّح,رجح
78089,ارْتَجَح,رجح
78090,ارتجح,رجح
78091,تَرَجَّح,رجح
78092,ترجح,رجح
78093,رَجَد,رجد
78094,رَجِز,رجز
78095,رَاجَز,رجز
78096,رَجَّز,رجز
78097,ارْتَجَز,رجز
78098,ارتجز,رجز
78099,تَرَاجَز,رجز
78100,تراجز,رجز
78101,تَرَجَّز,رجز
78102,ترجز,رجز
78103,رَجُس,رجس
78104,أَرْجَس,رجس
78105,أرجس,رجس
78106,ارْتَجَس,رجس
78107,ارتجس,رجس
78108,رَجَع,رجع
78109,أَرْجَع,رجع
78110,أرجع,رجع
78111,رَاجَع,رجع
78112,رَجَّع,رجع
78113,ارْتَجَع,رجع
78114,ارتجع,رجع
78115,تَرَاجَع,رجع
78116,تراجع,رجع
78117,تَرَجَّع,رجع
78118,ترجع,رجع
78119,اسْتَرْجَع,رجع
78120,استرجع,رجع
78121,رَجَف,رجف
78122,أَرْجَف,رجف
78123,أرجف,رجف
78124,ارْتَجَف,رجف
78125,ارتجف,رجف
78126,اسْتَرْجَف,رجف
78127,استرجف,رجف
78128,رَجَّل,رجل
78129,ارْتَجَل,رجل
78130,ارتجل,رجل
78131,تَرَجَّل,رجل
78132,ترجل,رجل
78133,رَاجَم,رجم
78134,راجم,رجم
78135,رَجَّم,رجم
78136,ارْتَجَم,رجم
78137,ارتجم,رجم
78138,تَرَاجَم,رجم
78139,تراجم,رجم
78140,اسْتَرْجَم,رجم
78141,استرجم,رجم
78142,رَجَن,رجن
78143,أَرْجَن,رجن
78144,أرجن,رجن
78145,ارْتَجَن,رجن
78146,ارتجن,رجن
78147,رَجَا,رجو
78148,رَجِي,رجو
78149,رجي,رجو
78150,أَرْجَى,رجو
78151,أرجى,رجو
78152,رَجَّى,رجو
78153,رجى,رجو
78154,ارْتَجَى,رجو
78155,ارتجى,رجو
78156,تَرَجَّى,رجو
78157,ترجى,رجو
78158,رَحِب,رحب
78159,رَحُب,رحب
78160,أَرْحَب,رحب
78161,أرحب,رحب
78162,رَحَّب,رحب
78163,تَرَاحَب,رحب
78164,تراحب,رحب
78165,رَحَّ,رحح
78166,رح,رحح
78167,رَحَض,رحض
78168,أَرْحَض,رحض
78169,أرحض,رحض
78170,رَحَّض,رحض
78171,ارْتَحَض,رحض
78172,ارتحض,رحض
78173,رَحَل,رحل
78174,أَرْحَل,رحل
78175,رَاحَل,رحل
78176,راحل,رحل
78177,رَحَّل,رحل
78178,ارْتَحَل,رحل
78179,ارتحل,رحل
78180,تَرَحَّل,رحل
78181,ترحل,رحل
78182,اسْتَرْحَل,رحل
78183,استرحل,رحل
78184,رَحُم,رحم
78185,رَحَّم,رحم
78186,تَرَاحَم,رحم
78187,تراحم,رحم
78188,تَرَحَّم,رحم
78189,ترحم,رحم
78190,اسْتَرْحَم,رحم
78191,استرحم,رحم
78192,رَحَا,رحو
78193,رحا,رحو
78194,رَحَى,رحي
78195,رحى,رحي
78196,رَحَّى,رحو
78197,رحى,رحو
78198,تَرَحَّى,رحو
78199,ترحى,رحو
78200,رَخَّ,رخخ
78201,أَرَخَّ,رخخ
78202,أرخ,رخخ
78203,ارْتَخَّ,رخخ
78204,ارتخ,رخخ
78205,رَخُص,رخص
78206,أَرْخَص,رخص
78207,أرخص,رخص
78208,أَرْخَصَ,رخص
78209,رَخَّصَ,رخص
78210,ارْتَخَصَ,رخص
78211,ارتخص,رخص
78212,تَرَخَّصَ,رخص
78213,ترخص,رخص
78214,اسْتَرْخَصَ,رخص
78215,استرخص,رخص
78216,رَخُف,رخف
78217,أَرْخَف,رخف
78218,أرخف,رخف
78219,تَرَخَّل,رخل
78220,ترخل,رخل
78221,رَخِم,رخم
78222,رَخُم,رخم
78223,رَخَّم,رخم
78224,رَخَا,رخو
78225,رَخِي,رخو
78226,رَخُو,رخو
78227,أَرْخَى,رخو
78228,أرخى,رخو
78229,رَخَّى,رخو
78230,رخى,رخو
78231,رَاخَى,رخو
78232,راخى,رخو
78233,تَرَاخَى,رخو
78234,تراخى,رخو
78235,اسْتَرْخَى,رخو
78236,استرخى,رخو
78237,رَدَأ,ردء
78238,ردأ,ردء
78239,رَدُؤ,ردء
78240,ردؤ,ردء
78241,أَرْدَأ,ردء
78242,أردأ,ردء
78243,تَرَادَأ,ردء
78244,ترادأ,ردء
78245,رَدُح,ردح
78246,أَرْدَح,ردح
78247,أردح,ردح
78248,رَدَّح,ردح
78249,رَدَّد,ردد
78250,ارْتَدّ,ردد
78251,ارتد,ردد
78252,تَرَادّ,ردد
78253,تراد,ردد
78254,تَرَدَّد,ردد
78255,تردد,ردد
78256,اسْتَرَدّ,ردد
78257,استرد,ردد
78258,رَدَس,ردس
78259,تَرَدَّس,ردس
78260,تردس,ردس
78261,رَدَع,ردع
78262,رَدَّع,ردع
78263,ارْتَدَع,ردع
78264,ارتدع,ردع
78265,تَرَادَع,ردع
78266,ترادع,ردع
78267,تَرَدَّع,ردع
78268,تردع,ردع
78269,أَرَدَغ,ردغ
78270,أردغ,ردغ
78271,ارْتَدَغ,ردغ
78272,ارتدغ,ردغ
78273,رَدَف,ردف
78274,رَدِف,ردف
78275,أَرْدَف,ردف
78276,أردف,ردف
78277,رَادَف,ردف
78278,رادف,ردف
78279,ارْتَدَف,ردف
78280,ارتدف,ردف
78281,تَرَادَف,ردف
78282,تَرَدَّف,ردف
78283,تردف,ردف
78284,اسْتَرْدَف,ردف
78285,استردف,ردف
78286,رَدَّم,ردم
78287,ارْتَدَم,ردم
78288,ارتدم,ردم
78289,تَرَدَّم,ردم
78290,تردم,ردم
78291,رَدَّن,ردن
78292,ارْتَدَن,ردن
78293,ارتدن,ردن
78294,رَدَه,رده
78295,رَدَّه,رده
78296,رَدَى,ردي
78297,رَدِي,ردي
78298,أَرْدَى,ردي
78299,أردى,ردي
78300,رَادَى,ردي
78301,رادى,ردي
78302,رَدَّى,ردي
78303,ارْتَدَى,ردي
78304,ارتدى,ردي
78305,تَرَادَى,ردي
78306,ترادى,ردي
78307,تَرَدَّى,ردي
78308,تردى,ردي
78309,رَذّ,رذذ
78310,رذ,رذذ
78311,أَرَذّ,رذذ
78312,أرذ,رذذ
78313,رَذَل,رذل
78314,رَذُل,رذل
78315,اسْتَرْذَل,رذل
78316,استرذل,رذل
78317,أَرْذَم,رذم
78318,أرذم,رذم
78319,رَذِي,رذو
78320,أَرْذَى,رذو
78321,أرذى,رذو
78322,رَزَأ,رزء
78323,رزأ,رزء
78324,رَزِئ,رزء
78325,رزئ,رزء
78326,رَزَّأ,رزء
78327,ارْتَزَأ,رزء
78328,ارتزأ,رزء
78329,تَرَازَئ,رزء
78330,ترازئ,رزء
78331,رَزَب,رزب
78332,رَزَح,رزح
78333,أَرْزَح,رزح
78334,أرزح,رزح
78335,رَزَّح,رزح
78336,تَرَازَح,رزح
78337,ترازح,رزح
78338,رَزَخ,رزخ
78339,أَرَزَّ,رزز
78340,أرز,رزز
78341,رَزَّز,رزز
78342,رزز,رزز
78343,ارْتَزّ,رزز
78344,ارتز,رزز
78345,أَرْزَغ,رزغ
78346,أرزغ,رزغ
78347,ارْتَزَغ,رزغ
78348,ارتزغ,رزغ
78349,اسْتَرْزَغ,رزغ
78350,استرزغ,رزغ
78351,رَازَغ,رزغ
78352,رَزَف,رزف
78353,أَرْزَف,رزف
78354,أرزف,رزف
78355,رَزَّف,رزف
78356,رَزَق,رزق
78357,ارْتَزَق,رزق
78358,ارتزق,رزق
78359,اسْتَرْزَق,رزق
78360,استرزق,رزق
78361,رَزَم,رزم
78362,أَرْزَم,رزم
78363,أرزم,رزم
78364,رَازَم,رزم
78365,رازم,رزم
78366,رَزَّمَ,رزم
78367,تَرَزَّم,رزم
78368,ترزم,رزم
78369,رَزَن,رزن
78370,رَزُن,رزن
78371,رَازَن,رزن
78372,رازن,رزن
78373,تَرَازَن,رزن
78374,ترازن,رزن
78375,تَرَزَّن,رزن
78376,ترزن,رزن
78377,رَسَب,رسب
78378,أَرْسَب,رسب
78379,أرسب,رسب
78380,رَسِح,رسح
78381,رَسَخ,رسخ
78382,رسخ,رسخ
78383,أَرْسَخ,رسخ
78384,أرسخ,رسخ
78385,رَسَّ,رسس
78386,أَرَسّ,رسس
78387,أرس,رسس
78388,رَسَّس,رسس
78389,رسس,رسس
78390,ارْتَسّ,رسس
78391,ارتس,رسس
78392,تَرَاسّ,رسس
78393,تراس,رسس
78394,رَسِع,رسع
78395,رَسَّع,رسع
78396,رَاسَغ,رسغ
78397,راسغ,رسغ
78398,رَسَّغ,رسغ
78399,ارْتَسَغ,رسغ
78400,ارتسغ,رسغ
78401,رَسَف,رسف
78402,أَرْسَف,رسف
78403,أرسف,رسف
78404,أَرْسَل,رسل
78405,رَسَّل,رسل
78406,تَرَاسَل,رسل
78407,تراسل,رسل
78408,تَرَسَّل,رسل
78409,ترسل,رسل
78410,اسْتَرْسَل,رسل
78411,استرسل,رسل
78412,رَاسَل,رسل
78413,راسل,رسل
78414,أَرْسَم,رسم
78415,رَسَّم,رسم
78416,ارْتَسَم,رسم
78417,ارتسم,رسم
78418,تَرَسَّم,رسم
78419,ترسم,رسم
78420,أَرْسَن,رسن
78421,رَسَا,رسو
78422,رسا,رسو
78423,أَرْسَى,رسو
78424,أرسى,رسو
78425,رَشَحَ,رشح
78426,أَرْشَحَ,رشح
78427,أرشح,رشح
78428,رَشَّح,رشح
78429,تَرَشَّح,رشح
78430,ترشح,رشح
78431,اسْتَرْشَحَ,رشح
78432,استرشح,رشح
78433,رَشِد,رشد
78434,أَرْشَد,رشد
78435,أرشد,رشد
78436,رَشَّد,رشد
78437,اسْتَرْشَد,رشد
78438,استرشد,رشد
78439,أَرَشّ,رشش
78440,أرش,رشش
78441,تَرَشَّش,رشش
78442,ترشش,رشش
78443,اسْتَرَشَّ,رشش
78444,استرش,رشش
78445,رَشِف,رشف
78446,أَرْشَف,رشف
78447,أرشف,رشف
78448,ارْتَشَف,رشف
78449,ارتشف,رشف
78450,تَرَشَّف,رشف
78451,ترشف,رشف
78452,رَشُق,رشق
78453,أَرْشَق,رشق
78454,أرشق,رشق
78455,رَاشَق,رشق
78456,راشق,رشق
78457,تَرَاشَق,رشق
78458,تراشق,رشق
78459,تَرَشَّق,رشق
78460,ترشق,رشق
78461,رَشِم,رشم
78462,ارْتَشَم,رشم
78463,ارتشم,رشم
78464,رَشَن,رشن
78465,رَشَا,رشو
78466,أَرْشَى,رشو
78467,أرشى,رشو
78468,رَاشَى,رشو
78469,راشى,رشو
78470,ارْتَشَى,رشو
78471,ارتشى,رشو
78472,تَرَشَّى,رشو
78473,ترشى,رشو
78474,اسْتَرْشَى,رشو
78475,استرشى,رشو
78476,أَرْصَد,رصد
78477,أرصد,رصد
78478,رَاصَد,رصد
78479,ارْتَصَد,رصد
78480,ارتصد,رصد
78481,تَرَاصَد,رصد
78482,تراصد,رصد
78483,تَرَصَّد,رصد
78484,ترصد,رصد
78485,رَصَّصَ,رصص
78486,ارْتَصَّ,رصص
78487,ارتص,رصص
78488,تَرَاصَّ,رصص
78489,تراص,رصص
78490,تَرَصَّصَ,رصص
78491,ترصص,رصص
78492,رَصِع,رصع
78493,رَصَّع,رصع
78494,ارْتَصَع,رصع
78495,ارتصع,رصع
78496,رَصُف,رصف
78497,أَرْصَف,رصف
78498,أرصف,رصف
78499,رَصَّف,رصف
78500,ارْتَصَف,رصف
78501,ارتصف,رصف
78502,تَرَاصَف,رصف
78503,تراصف,رصف
78504,تَرَصَّف,رصف
78505,ترصف,رصف
78506,أَرْصَق,رصق
78507,أرصق,رصق
78508,ارْتَصَق,رصق
78509,ارتصق,رصق
78510,رَصَن,رصن
78511,رَصُن,رصن
78512,أَرْصَن,رصن
78513,أرصن,رصن
78514,رَصَّن,رصن
78515,رَصَا,رصو
78516,رصا,رصو
78517,أَرْصَى,رصو
78518,أرصى,رصو
78519,رَضَب,رضب
78520,تَرَضَّب,رضب
78521,ترضب,رضب
78522,رَضَح,رضح
78523,ارْتَضَح,رضح
78524,ارتضح,رضح
78525,تَرَضَّح,رضح
78526,ترضح,رضح
78527,رَضَخ,رضخ
78528,أَرْضَخ,رضخ
78529,أرضخ,رضخ
78530,رَاضَخ,رضخ
78531,راضخ,رضخ
78532,ارْتَضَخ,رضخ
78533,ارتضخ,رضخ
78534,تَرَاضَخ,رضخ
78535,تراضخ,رضخ
78536,تَرَضَّخ,رضخ
78537,ترضخ,رضخ
78538,ارْتَضّ,رضض
78539,ارتض,رضض
78540,رَضُع,رضع
78541,أَرْضَع,رضع
78542,أرضع,رضع
78543,رَاضَع,رضع
78544,ارْتَضَع,رضع
78545,ارتضع,رضع
78546,تَرَاضَع,رضع
78547,تراضع,رضع
78548,اسْتَرْضَع,رضع
78549,استرضع,رضع
78550,رَضَّف,رضف
78551,أَرْضَك,رضك
78552,أرضك,رضك
78553,ارْتَضَم,رضم
78554,ارتضم,رضم
78555,رَضَن,رضن
78556,رَضَا,رضو
78557,رَضِي,رضو
78558,أَرْضَى,رضو
78559,أرضى,رضو
78560,رَاضَى,رضو
78561,راضى,رضو
78562,رَضَّى,رضو
78563,رضى,رضو
78564,ارْتَضَى,رضو
78565,ارتضى,رضو
78566,تَرَاضَى,رضو
78567,تراضى,رضو
78568,تَرَضَّى,رضو
78569,ترضى,رضو
78570,اسْتَرْضَى,رضو
78571,استرضى,رضو
78572,رَطِئ,رطء
78573,رطئ,رطء
78574,اسْتَرْطَأ,رطء
78575,استرطأ,رطء
78576,رَطِب,رطب
78577,رَطُب,رطب
78578,أَرْطَب,رطب
78579,أرطب,رطب
78580,رَطَّب,رطب
78581,أَرْطَم,رطم
78582,أرطم,رطم
78583,ارْتَطَم,رطم
78584,ارتطم,رطم
78585,تَرَاطَم,رطم
78586,تراطم,رطم
78587,تَرَطَّمَ,رطم
78588,ترطم,رطم
78589,رَطَن,رطن
78590,رَاطَن,رطن
78591,راطن,رطن
78592,تَرَاطَن,رطن
78593,تراطن,رطن
78594,رَعَب,رعب
78595,رَعَّب,رعب
78596,ارْتَعَب,رعب
78597,ارتعب,رعب
78598,رَعِث,رعث
78599,رَعَّث,رعث
78600,ارْتَعَث,رعث
78601,ارتعث,رعث
78602,تَرَعَّث,رعث
78603,ترعث,رعث
78604,رَعِج,رعج
78605,أَرْعَج,رعج
78606,أرعج,رعج
78607,ارْتَعَج,رعج
78608,ارتعج,رعج
78609,رَعَد,رعد
78610,أَرْعَد,رعد
78611,أرعد,رعد
78612,ارْتَعَد,رعد
78613,ارتعد,رعد
78614,تَرَعَّد,رعد
78615,ترعد,رعد
78616,رَاعَز,رعز
78617,راعز,رعز
78618,رَعَس,رعس
78619,أَرْعَس,رعس
78620,أرعس,رعس
78621,ارْتَعَس,رعس
78622,ارتعس,رعس
78623,تَرَعَّس,رعس
78624,ترعس,رعس
78625,أَرْعَش,رعش
78626,أرعش,رعش
78627,رَعَّش,رعش
78628,ارْتَعَش,رعش
78629,ارتعش,رعش
78630,رَعَص,رعص
78631,أَرْعَص,رعص
78632,أرعص,رعص
78633,ارْتَعَص,رعص
78634,ارتعص,رعص
78635,تَرَعَّص,رعص
78636,ترعص,رعص
78637,رَعَض,رعض
78638,رَعَظ,رعظ
